original tokens,,edited tokens,deleted tokens,added tokens,replaced tokens,sentences,paragraphs,punctuations,word_punctuation,character names,place names,special words
Hennione,,important,,,,,,,,,,
said,,.,,,,EOS,,p,w_p_pre,,,
",",,When,,,,BOS/BOS_1,,,,,,
“,,he,,,,,,,,,,
That,,tried,,,,,,,,,,
’,,to,,,,,,,,,,
s,,explain,,,,,,,,,,
just,,this,,,,,,,,,,
the,,",",,,,,,p,w_p_pre,,,
exams,,Hermione,,,Hennione,,,,,,,
.,,said,,,,,,,,,,
I,,",",,,,,,p,w_p_pre,,,
woke,,“,,,,,,p,w_p_fol,,,
up,,That’s,,,That,,,,,,,
last,,,’,,,,,,,,,
night,,,s,,,,,,,,,
and,,just,,,,,,,,,,
was,,the,,,,,,,,,,
halfway,,exams,,,,,,,,,,
through,,.,,,,EOS_1,,p,w_p_pre,,,
my,,I,,,,BOS_2,,,,,,
Transfiguration,,woke,,,,,,,,,,
notes,,up,,,,,,,,,,
before,,last,,,,,,,,,,
I,,night,,,,,,,,,,
remembered,,and,,,,,,,,,,
we,,was,,,,,,,,,,
’,,halfway,,,,,,,,,,
d,,through,,,,,,,,,,
done,,my,,,,,,,,,,
that,,Transfiguration,,,,,,,,,,
one,,notes,,,,,,,,,,
.”,,before,,,,,,,,,,
Harry,,I,,,,,,,,,,
was,,remembered,,,,,,,,,,
quite,,we’d,,,we,,,,,,,
sure,,,’,,,,,,,,,
the,,,d,,,,,,,,,
unsettled,,done,,,,,,,,,,
feeling,,that,,,,,,,,,,
didn,,one,,,,,,,,,,
’,,.,,,.”,,,p,w_p_pre,,,
t,,”,,add,,EOS_2/EOS,,p,w_p_pre,,,
have,,Harry,,,,BOS,,,,,,
anything,,was,,,,,,,,,,
to,,quite,,,,,,,,,,
do,,sure,,,,,,,,,,
with,,the,,,,,,,,,,
work,,unsettled,,,,,,,,,,
",",,feeling,,,,,,,,,,
though,,didn’t,,,didn,,,,,,,
.,,,’,,,,,,,,,
He,,,t,,,,,,,,,
watched,,have,,,,,,,,,,
an,,anything,,,,,,,,,,
owl,,to,,,,,,,,,,
flutter,,do,,,,,,,,,,
toward,,with,,,,,,,,,,
the,,work,,,,,,,,,,
school,,",",,,,,,p,w_p_pre,,,
across,,though,,,,,,,,,,
the,,.,,,,EOS,,p,w_p_pre,,,
bright,,He,,,,BOS,,,,,,
blue,,watched,,,,,,,,,,
sky,,an,,,,,,,,,,
",",,owl,,,,,,,,,,
a,,flutter,,,,,,,,,,
note,,toward,,,,,,,,,,
clamped,,the,,,,,,,,,,
in,,school,,,,,,,,,,
its,,across,,,,,,,,,,
mouth,,the,,,,,,,,,,
.,,bright,,,,,,,,,,
Hagrid,,blue,,,,,,,,,,
was,,sky,,,,,,,,,,
the,,",",,,,,,p,w_p_pre,,,
only,,a,,,,,,,,,,
one,,note,,,,,,,,,,
who,,clamped,,,,,,,,,,
ever,,in,,,,,,,,,,
sent,,its,,,,,,,,,,
him,,mouth,,,,,,,,,,
letters,,.,,,,EOS,,p,w_p_pre,,,
.,,Hagrid,,,,BOS,,,,,,
Hagrid,,was,,,,,,,,,,
would,,the,,,,,,,,,,
never,,only,,,,,,,,,,
betray,,one,,,,,,,,,,
Dumbledore,,who,,,,,,,,,,
.,,ever,,,,,,,,,,
Hagrid,,sent,,,,,,,,,,
would,,him,,,,,,,,,,
never,,letters,,,,,,,,,,
tell,,.,,,,EOS,,p,w_p_pre,,,
anyone,,Hagrid,,,,BOS,,,,,,
how,,would,,,,,,,,,,
to,,never,,,,,,,,,,
get,,betray,,,,,,,,,,
past,,Dumbledore,,,,,,,,,,
Fluffy,,.,,,,EOS,,p,w_p_pre,,,
.,,Hagrid,,,,BOS,,,,,,
.,,would,,,,,,,,,,
.,,never,,,,,,,,,,
never,,tell,,,,,,,,,,
.,,anyone,,,,,,,,,,
.,,how,,,,,,,,,,
.,,to,,,,,,,,,,
but,,get,,,,,,,,,,
.,,past,,,,,,,,,,
.,,Fluffy,,,,,,,,,,
.,,.,,,,,,p,w_p_pre,,,
Harry,,.,,,,,,p,w_p_pre,,,
suddenly,,.,,,,,,p,w_p_pre,,,
jumped,,never,,,,,,,,,,
to,,.,,,,,,p,w_p_pre,,,
his,,.,,,,,,p,w_p_pre,,,
feet,,.,,,,,,p,w_p_pre,,,
.,,but,,,,,,,,,,
“,,.,,,,,,p,w_p_pre,,,
Where,,.,,,,,,p,w_p_pre,,,
’,,.,,,,EOS,,p,w_p_pre,,,
re,,Harry,,,,BOS,,,,,,
you,,suddenly,,,,,,,,,,
going,,jumped,,,,,,,,,,
?”,,to,,,,,,,,,,
said,,his,,,,,,,,,,
Ron,,feet,,,,,,,,,,
sleepily,,.,,,,EOS,EOP,p,w_p_pre,,,
.,,“,,,,BOS,BOP,p,w_p_fol,,,
“,,Where’re,,,Where,,,,,,,
I,,,’,,,,,,,,,
’,,,re,,,,,,,,,
ve,,you,,,,,,,,,,
just,,going,,,,,,,,,,
thought,,?,,,?”,,,p,w_p_pre,,,
of,,”,,add,,,,p,w_p_pre,,,
something,,said,,,,,,,,,,
",”",,Ron,,,,,,,,,,
said,,sleepily,,,,,,,,,,
Harry,,.,,,,EOS,,p,w_p_pre,,,
.,,“,,,,BOS,,p,w_p_fol,,,
He,,I’ve,,,I,,,,,,,
had,,,’,,,,,,,,,
turned,,,ve,,,,,,,,,
white,,just,,,,,,,,,,
.,,thought,,,,,,,,,,
“,,of,,,,,,,,,,
We,,something,,,,,,,,,,
’,,",",,,",”",,,p,w_p_pre,,,
ve,,”,,add,,,,p,w_p_pre,,,
got,,said,,,,,,,,,,
to,,Harry,,,,,,,,,,
go,,.,,,,EOS,,p,w_p_pre,,,
and,,He,,,,BOS,,,,,,
see,,had,,,,,,,,,,
Hagrid,,turned,,,,,,,,,,
",",,white,,,,,,,,,,
now,,.,,,,EOS,,p,w_p_pre,,,
.”,,“,,,,BOS,,p,w_p_fol,,,
“,,We’ve,,,We,,,,,,,
Why,,,’,,,,,,,,,
?”,,,ve,,,,,,,,,
panted,,got,,,,,,,,,,
Hennione,,to,,,,,,,,,,
",",,go,,,,,,,,,,
hurrying,,and,,,,,,,,,,
to,,see,,,,,,,,,,
keep,,Hagrid,,,,,,,,,,
up,,",",,,,,,p,w_p_pre,,,
.,,now,,,,,,,,,,
“,,.,,,.”,,,p,w_p_pre,,,
Don,,”,,add,,EOS,,p,w_p_pre,,,
’,,“,,,,BOS,,p,w_p_fol,,,
t,,Why,,,,,,,,,,
you,,?,,,?”,,,p,w_p_pre,,,
think,,”,,add,,,,p,w_p_pre,,,
it,,panted,,,,,,,,,,
’,,Hermione,,,Hennione,,,,,,,
s,,",",,,,,,p,w_p_pre,,,
a,,hurrying,,,,,,,,,,
bit,,to,,,,,,,,,,
odd,,keep,,,,,,,,,,
",”",,up,,,,,,,,,,
said,,.,,,,EOS,,p,w_p_pre,,,
Harry,,“,,,,BOS,,p,w_p_fol,,,
",",,Don’t,,,Don,,,,,,,
scrambling,,,’,,,,,,,,,
up,,,t,,,,,,,,,
the,,you,,,,,,,,,,
grassy,,think,,,,,,,,,,
slope,,it’s,,,it,,,,,,,
",",,,’,,,,,,,,,
“,,,s,,,,,,,,,
that,,a,,,,,,,,,,
what,,bit,,,,,,,,,,
Hagrid,,odd,,,,,,,,,,
wants,,",",,,",”",,,p,w_p_pre,,,
more,,”,,add,,,,p,w_p_pre,,,
than,,said,,,,,,,,,,
anything,,Harry,,,,,,,,,,
else,,",",,,,,,p,w_p_pre,,,
is,,scrambling,,,,,,,,,,
a,,up,,,,,,,,,,
dragon,,the,,,,,,,,,,
",",,grassy,,,,,,,,,,
and,,slope,,,,,,,,,,
a,,",",,,,,,p,w_p_pre,,,
stranger,,“,,,,,,p,w_p_fol,,,
turns,,that,,,,,,,,,,
up,,what,,,,,,,,,,
who,,Hagrid,,,,,,,,,,
just,,wants,,,,,,,,,,
happens,,more,,,,,,,,,,
to,,than,,,,,,,,,,
have,,anything,,,,,,,,,,
an,,else,,,,,,,,,,
egg,,is,,,,,,,,,,
in,,a,,,,,,,,,,
his,,dragon,,,,,,,,,,
pocket,,",",,,,,,p,w_p_pre,,,
?,,and,,,,,,,,,,
How,,a,,,,,,,,,,
many,,stranger,,,,,,,,,,
people,,turns,,,,,,,,,,
wander,,up,,,,,,,,,,
around,,who,,,,,,,,,,
with,,just,,,,,,,,,,
dragon,,happens,,,,,,,,,,
eggs,,to,,,,,,,,,,
if,,have,,,,,,,,,,
it,,an,,,,,,,,,,
’,,egg,,,,,,,,,,
s,,in,,,,,,,,,,
against,,his,,,,,,,,,,
wizard,,pocket,,,,,,,,,,
law,,?,,,,EOS,,p,w_p_pre,,,
?,,How,,,,BOS,,,,,,
Lucky,,many,,,,,,,,,,
they,,people,,,,,,,,,,
found,,wander,,,,,,,,,,
Hagrid,,around,,,,,,,,,,
",",,with,,,,,,,,,,
don,,dragon,,,,,,,,,,
’,,eggs,,,,,,,,,,
t,,if,,,,,,,,,,
you,,it’s,,,it,,,,,,,
think,,,’,,,,,,,,,
?,,,s,,,,,,,,,
Why,,against,,,,,,,,,,
didn,,wizard,,,,,,,,,,
’,,law,,,,,,,,,,
t,,?,,,,EOS,,p,w_p_pre,,,
I,,Lucky,,,,BOS,,,,,,
see,,they,,,,,,,,,,
it,,found,,,,,,,,,,
before,,Hagrid,,,,,,,,,,
?”,,",",,,,,,p,w_p_pre,,,
“,,don’t,,,don,,,,,,,
What,,,’,,,,,,,,,
are,,,t,,,,,,,,,
you,,you,,,,,,,,,,
talking,,think,,,,,,,,,,
about,,?,,,,EOS,,p,w_p_pre,,,
?”,,Why,,,,BOS,,,,,,
said,,didn’t,,,didn,,,,,,,
Ron,,,’,,,,,,,,,
",",,,t,,,,,,,,,
but,,I,,,,,,,,,,
Harry,,see,,,,,,,,,,
",",,it,,,,,,,,,,
sprinting,,before,,,,,,,,,,
across,,?,,,?”,,,p,w_p_pre,,,
the,,”,,add,,EOS,,p,w_p_pre,,,
grounds,,“,,,,BOS,,p,w_p_fol,,,
toward,,What,,,,,,,,,,
the,,are,,,,,,,,,,
forest,,you,,,,,,,,,,
",",,talking,,,,,,,,,,
didn,,about,,,,,,,,,,
’,,?,,,?”,,,p,w_p_pre,,,
t,,”,,add,,,,p,w_p_pre,,,
answer,,said,,,,,,,,,,
.,,Ron,,,,,,,,,,
Hagrid,,",",,,,,,p,w_p_pre,,,
was,,but,,,,,,,,,,
sitting,,Harry,,,,,,,,,,
in,,",",,,,,,p,w_p_pre,,,
an,,sprinting,,,,,,,,,,
armchair,,across,,,,,,,,,,
outside,,the,,,,,,,,,,
his,,grounds,,,,,,,,,,
house,,toward,,,,,,,,,,
;,,the,,,,,,,,,,
his,,forest,,,,,,,,,,
trousers,,",",,,,,,p,w_p_pre,,,
and,,didn’t,,,didn,,,,,,,
sleeves,,,’,,,,,,,,,
were,,,t,,,,,,,,,
rolled,,answer,,,,,,,,,,
up,,.,,,,EOS,EOP,p,w_p_pre,,,
",",,Hagrid,,,,BOS/BOS_1,BOP,,,,,
and,,was,,,,,,,,,,
he,,sitting,,,,,,,,,,
was,,in,,,,,,,,,,
shelling,,an,,,,,,,,,,
peas,,armchair,,,,,,,,,,
into,,outside,,,,,,,,,,
a,,his,,,,,,,,,,
large,,house,,,,,,,,,,
bowl,,;,,,,EOS_1,,p,w_p_pre,,,
.,,his,,,,BOS_2,,,,,,
“,,trousers,,,,,,,,,,
Hullo,,and,,,,,,,,,,
",”",,sleeves,,,,,,,,,,
he,,were,,,,,,,,,,
said,,rolled,,,,,,,,,,
",",,up,,,,,,,,,,
smiling,,",",,,,,,p,w_p_pre,,,
.,,and,,,,,,,,,,
“,,he,,,,,,,,,,
Finished,,was,,,,,,,,,,
yer,,shelling,,,,,,,,,,
exams,,peas,,,,,,,,,,
?,,into,,,,,,,,,,
Got,,a,,,,,,,,,,
time,,large,,,,,,,,,,
fer,,bowl,,,,,,,,,,
a,,.,,,,EOS_2/EOS,,p,w_p_pre,,,
drink,,“,,,,BOS,,p,w_p_fol,,,
?”,,Hullo,,,,,,,,,,accent
“,,",",,,",”",,,p,w_p_pre,,,
Yes,,”,,add,,,,p,w_p_pre,,,
",",,he,,,,,,,,,,
please,,said,,,,,,,,,,
",”",,",",,,,,,p,w_p_pre,,,
said,,smiling,,,,,,,,,,
Ron,,.,,,,EOS,,p,w_p_pre,,,
",",,“,,,,BOS/BOS_1,,p,w_p_fol,,,
but,,Finished,,,,,,,,,,
Harry,,yer,,,,,,,,,,accent
cut,,exams,,,,,,,,,,
him,,?,,,,EOS_1,,p,w_p_pre,,,
off,,Got,,,,BOS_2,,,,,,
.,,time,,,,,,,,,,
“,,fer,,,,,,,,,,accent
No,,a,,,,,,,,,,
",",,drink,,,,,,,,,,
we,,?,,,?”,,,p,w_p_pre,,,
’,,”,,add,,EOS_2/EOS,,p,w_p_pre,,,
re,,“,,,,BOS,,p,w_p_fol,,,
in,,Yes,,,,,,,,,,
a,,",",,,,,,p,w_p_pre,,,
hurry,,please,,,,,,,,,,
.,,",",,,",”",,,p,w_p_pre,,,
Hagrid,,”,,add,,,,p,w_p_pre,,,
",",,said,,,,,,,,,,
I,,Ron,,,,,,,,,,
’,,",",,,,,,p,w_p_pre,,,
ve,,but,,,,,,,,,,
got,,Harry,,,,,,,,,,
to,,cut,,,,,,,,,,
ask,,him,,,,,,,,,,
you,,off,,,,,,,,,,
something,,.,,,,EOS,,p,w_p_pre,,,
.,,“,,,,BOS,,p,w_p_fol,,,
You,,No,,,,,,,,,,
know,,",",,,,,,p,w_p_pre,,,
that,,we’re,,,we,,,,,,,
night,,,’,,,,,,,,,
you,,,re,,,,,,,,,
won,,in,,,,,,,,,,
Norbert,,a,,,,,,,,,,
?,,hurry,,,,,,,,,,
What,,.,,,,EOS,,p,w_p_pre,,,
did,,Hagrid,,,,BOS,,,,,,
the,,",",,,,,,p,w_p_pre,,,
stranger,,I’ve,,,I,,,,,,,
you,,,’,,,,,,,,,
were,,,ve,,,,,,,,,
playing,,got,,,,,,,,,,
cards,,to,,,,,,,,,,
with,,ask,,,,,,,,,,
look,,you,,,,,,,,,,
like,,something,,,,,,,,,,
?”,,.,,,,EOS,,p,w_p_pre,,,
“,,You,,,,BOS,,,,,,
Dunno,,know,,,,,,,,,,
",”",,that,,,,,,,,,,
said,,night,,,,,,,,,,
Hagrid,,you,,,,,,,,,,
casually,,won,,,,,,,,,,
",",,Norbert,,,,,,,,,,
“,,?,,,,EOS,,p,w_p_pre,,,
he,,What,,,,BOS,,,,,,
wouldn,,did,,,,,,,,,,
’,,the,,,,,,,,,,
take,,stranger,,,,,,,,,,
his,,you,,,,,,,,,,
cloak,,were,,,,,,,,,,
off,,playing,,,,,,,,,,
.”,,cards,,,,,,,,,,
He,,with,,,,,,,,,,
saw,,look,,,,,,,,,,
the,,like,,,,,,,,,,
three,,?,,,?”,,,p,w_p_pre,,,
of,,”,,add,,EOS,,p,w_p_pre,,,
them,,“,,,,BOS,,p,w_p_fol,,,
look,,Dunno,,,,,,,,,,accent
stunned,,",",,,",”",,,p,w_p_pre,,,
and,,”,,add,,,,p,w_p_pre,,,
raised,,said,,,,,,,,,,
his,,Hagrid,,,,,,,,,,
eyebrows,,casually,,,,,,,,,,
.,,",",,,,,,p,w_p_pre,,,
“,,“,,,,,,p,w_p_fol,,,
It,,he,,,,,,,,,,
’,,wouldn’,,,wouldn,,,,,,,accent
s,,,’,,,,,,,,,
not,,take,,,,,,,,,,
that,,his,,,,,,,,,,
unusual,,cloak,,,,,,,,,,
",",,off,,,,,,,,,,
yeh,,.,,,.”,,,p,w_p_pre,,,
get,,”,,add,,EOS,,p,w_p_pre,,,
a,,He,,,,BOS,,,,,,
lot,,saw,,,,,,,,,,
o,,the,,,,,,,,,,
’,,three,,,,,,,,,,
funny,,of,,,,,,,,,,
folk,,them,,,,,,,,,,
in,,look,,,,,,,,,,
the,,stunned,,,,,,,,,,
Hog,,and,,,,,,,,,,
’,,raised,,,,,,,,,,
s,,his,,,,,,,,,,
Head,,eyebrows,,,,,,,,,,
—,,.,,,,EOS,,p,w_p_pre,,,
that,,“,,,,BOS,,p,w_p_fol,,,
’,,It’s,,,It,,,,,,,
s,,,’,,,,,,,,,
one,,,s,,,,,,,,,
of,,not,,,,,,,,,,
the,,that,,,,,,,,,,
pub,,unusual,,,,,,,,,,
down,,",",,,,,,p,w_p_pre,,,
in,,yeh,,,,,,,,,,accent
the,,get,,,,,,,,,,
village,,a,,,,,,,,,,
.,,lot,,,,,,,,,,
Mighta,,o’,,,o,,,,,,,accent
bin,,,’,,,,,,,,,
a,,funny,,,,,,,,,,
dragon,,folk,,,,,,,,,,accent
dealer,,in,,,,,,,,,,
",",,the,,,,,,,,,,
mightn,,Hog’s,,,Hog,,,,,,place name,
’,,,’,,,,,,,,,
he,,,s,,,,,,,,,
?,,Head,,,,,,,,,place name,
I,,—,,,,,,p,w_p_pre,,,
never,,that’s,,,that,,,,,,,
saw,,,’,,,,,,,,,
his,,,s,,,,,,,,,
face,,one,,,,,,,,,,
",",,of,,,,,,,,,,
he,,the,,,,,,,,,,
kept,,pub,,,,,,,,,,accent
his,,down,,,,,,,,,,
hood,,in,,,,,,,,,,
up,,the,,,,,,,,,,
.”,,village,,,,,,,,,,
Harry,,.,,,,EOS,,p,w_p_pre,,,
sank,,Mighta,,,,BOS,,,,,,accent
down,,bin,,,,,,,,,,accent
next,,a,,,,,,,,,,
to,,dragon,,,,,,,,,,
the,,dealer,,,,,,,,,,
bowl,,",",,,,,,p,w_p_pre,,,
of,,mightn’,,,mightn,,,,,,,accent
peas,,,’,,,,,,,,,
.,,he,,,,,,,,,,
“,,?,,,,EOS,,p,w_p_pre,,,
What,,I,,,,BOS,,,,,,
did,,never,,,,,,,,,,
you,,saw,,,,,,,,,,
talk,,his,,,,,,,,,,
to,,face,,,,,,,,,,
him,,",",,,,,,p,w_p_pre,,,
about,,he,,,,,,,,,,
",",,kept,,,,,,,,,,
Hagrid,,his,,,,,,,,,,
?,,hood,,,,,,,,,,
Did,,up,,,,,,,,,,
you,,.,,,.”,,,p,w_p_pre,,,
mention,,”,,add,,EOS,EOP,p,w_p_pre,,,
Hogwarts,,Harry,,,,BOS,BOP,,,,,
at,,sank,,,,,,,,,,
all,,down,,,,,,,,,,
?”,,next,,,,,,,,,,
“,,to,,,,,,,,,,
Mighta,,the,,,,,,,,,,
come,,bowl,,,,,,,,,,
up,,of,,,,,,,,,,
",”",,peas,,,,,,,,,,
said,,.,,,,EOS,,p,w_p_pre,,,
Hagrid,,“,,,,BOS/BOS_1,,p,w_p_fol,,,
",",,What,,,,,,,,,,
frowning,,did,,,,,,,,,,
as,,you,,,,,,,,,,
he,,talk,,,,,,,,,,
tried,,to,,,,,,,,,,
to,,him,,,,,,,,,,
remember,,about,,,,,,,,,,
.,,",",,,,,,p,w_p_pre,,,
“,,Hagrid,,,,,,,,,,
Yeah,,?,,,,EOS_1,,p,w_p_pre,,,
.,,Did,,,,BOS_2,,,,,,
.,,you,,,,,,,,,,
.,,mention,,,,,,,,,,
he,,Hogwarts,,,,,,,,,,
asked,,at,,,,,,,,,,
what,,all,,,,,,,,,,
I,,?,,,?”,,,p,w_p_pre,,,
did,,”,,add,,EOS_2/EOS,,p,w_p_pre,,,
",",,“,,,,BOS,,p,w_p_fol,,,
an,,Mighta,,,,,,,,,,accent
’,,come,,,,,,,,,,
I,,up,,,,,,,,,,
told,,",",,,",”",,,p,w_p_pre,,,
him,,”,,add,,,,p,w_p_pre,,,
I,,said,,,,,,,,,,
was,,Hagrid,,,,,,,,,,
gamekeeper,,",",,,,,,p,w_p_pre,,,
here,,frowning,,,,,,,,,,
.,,as,,,,,,,,,,
.,,he,,,,,,,,,,
.,,tried,,,,,,,,,,
He,,to,,,,,,,,,,
asked,,remember,,,,,,,,,,
a,,.,,,,EOS,,p,w_p_pre,,,
bit,,“,,,,BOS,,p,w_p_fol,,,
about,,Yeah,,,,,,,,,,
the,,.,,,,,,p,w_p_pre,,,
sorta,,.,,,,,,p,w_p_pre,,,
creatures,,.,,,,,,p,w_p_pre,,,
I,,he,,,,,,,,,,
took,,asked,,,,,,,,,,
after,,what,,,,,,,,,,
.,,I,,,,,,,,,,
.,,did,,,,,,,,,,
.,,",",,,,,,p,w_p_pre,,,
so,,an’,,,an,,,,,,,accent
I,,,’,,,,,,,,,
told,,I,,,,,,,,,,
him,,told,,,,,,,,,,
.,,him,,,,,,,,,,
.,,I,,,,,,,,,,
.,,was,,,,,,,,,,
an,,gamekeeper,,,,,,,,,,
’,,here,,,,,,,,,,
I,,.,,,,,,p,w_p_pre,,,
said,,.,,,,,,p,w_p_pre,,,
what,,.,,,,EOS,,p,w_p_pre,,,
I,,He,,,,BOS/BOS_1,,,,,,
’,,asked,,,,,,,,,,
d,,a,,,,,,,,,,
always,,bit,,,,,,,,,,
really,,about,,,,,,,,,,
wanted,,the,,,,,,,,,,
was,,sorta,,,,,,,,,,accent
a,,creatures,,,,,,,,,,
dragon,,I,,,,,,,,,,
.,,took,,,,,,,,,,
.,,after,,,,,,,,,,
.,,.,,,,,,p,w_p_pre,,,
an,,.,,,,,,p,w_p_pre,,,
’,,.,,,,,,p,w_p_pre,,,
then,,so,,,,,,,,,,
.,,I,,,,,,,,,,
.,,told,,,,,,,,,,
.,,him,,,,,,,,,,
I,,.,,,,,,p,w_p_pre,,,
can,,.,,,,,,p,w_p_pre,,,
’,,.,,,,EOS_1,,p,w_p_pre,,,
remember,,an’,,,an,BOS_2,,,,,,accent
too,,,’,,,,,,,,,
well,,I,,,,,,,,,,
",",,said,,,,,,,,,,
‘,,what,,,,,,,,,,
cause,,I’d,,,I,,,,,,,
he,,,’,,,,,,,,,
kept,,,d,,,,,,,,,
buyin,,always,,,,,,,,,,
’,,really,,,,,,,,,,
me,,wanted,,,,,,,,,,
drinks,,was,,,,,,,,,,
.,,a,,,,,,,,,,
.,,dragon,,,,,,,,,,
.,,.,,,,,,p,w_p_pre,,,
Let,,.,,,,,,p,w_p_pre,,,
’,,.,,,,,,p,w_p_pre,,,
s,,an’,,,an,,,,,,,accent
see,,,’,,,,,,,,,
.,,then,,,,,,,,,,
.,,.,,,,,,p,w_p_pre,,,
.,,.,,,,,,p,w_p_pre,,,
yeah,,.,,,,,,p,w_p_pre,,,
",",,I,,,,,,,,,,
then,,can’,,,can,,,,,,,accent
he,,,’,,,,,,,,,
said,,remember,,,,,,,,,,
he,,too,,,,,,,,,,
had,,well,,,,,,,,,,
the,,",",,,,,,p,w_p_pre,,,
dragon,,,‘,,,,,,,,,
egg,,‘cause,,,cause,,,,,,,accent
an,,he,,,,,,,,,,
’,,kept,,,,,,,,,,
we,,buyin’,,,buyin,,,,,,,accent
could,,,’,,,,,,,,,
play,,me,,,,,,,,,,
cards,,drinks,,,,,,,,,,
fer,,.,,,,,,p,w_p_pre,,,
it,,.,,,,,,p,w_p_pre,,,
if,,.,,,,EOS_2/EOS,,p,w_p_pre,,,
I,,Let’s,,,Let,BOS/BOS_1,,,,,,
wanted,,,’,,,,,,,,,
.,,,s,,,,,,,,,
.,,see,,,,,,,,,,
.,,.,,,,,,p,w_p_pre,,,
but,,.,,,,,,p,w_p_pre,,,
he,,.,,,,,,p,w_p_pre,,,
had,,yeah,,,,,,,,,,
ter,,",",,,,,,p,w_p_pre,,,
be,,then,,,,,,,,,,
sure,,he,,,,,,,,,,
I,,said,,,,,,,,,,
could,,he,,,,,,,,,,
handle,,had,,,,,,,,,,
it,,the,,,,,,,,,,
",",,dragon,,,,,,,,,,
he,,egg,,,,,,,,,,
didn,,an’,,,an,,,,,,,accent
’,,,’,,,,,,,,,
want,,we,,,,,,,,,,
it,,could,,,,,,,,,,
ter,,play,,,,,,,,,,
go,,cards,,,,,,,,,,
ter,,fer,,,,,,,,,,accent
any,,it,,,,,,,,,,
old,,if,,,,,,,,,,
home,,I,,,,,,,,,,
.,,wanted,,,,,,,,,,
.,,.,,,,,,p,w_p_pre,,,
.,,.,,,,,,p,w_p_pre,,,
So,,.,,,,EOS_1,,p,w_p_pre,,,
I,,but,,,,BOS_2,,,,,,
told,,he,,,,,,,,,,
him,,had,,,,,,,,,,
",",,ter,,,,,,,,,,accent
after,,be,,,,,,,,,,
Fluffy,,sure,,,,,,,,,,
",",,I,,,,,,,,,,
a,,could,,,,,,,,,,
dragon,,handle,,,,,,,,,,
would,,it,,,,,,,,,,
be,,",",,,,,,p,w_p_pre,,,
easy,,he,,,,,,,,,,
.,,didn’,,,didn,,,,,,,accent
.,,,’,,,,,,,,,
.”,,want,,,,,,,,,,
“,,it,,,,,,,,,,
And,,ter,,,,,,,,,,accent
did,,go,,,,,,,,,,
he,,ter,,,,,,,,,,accent
—,,any,,,,,,,,,,
did,,old,,,,,,,,,,
he,,home,,,,,,,,,,
seem,,.,,,,,,p,w_p_pre,,,
interested,,.,,,,,,p,w_p_pre,,,
in,,.,,,,EOS_2/EOS,,p,w_p_pre,,,
Fluffy,,So,,,,BOS,,,,,,
?”,,I,,,,,,,,,,
Harry,,told,,,,,,,,,,
asked,,him,,,,,,,,,,
",",,",",,,,,,p,w_p_pre,,,
trying,,after,,,,,,,,,,
to,,Fluffy,,,,,,,,,,
keep,,",",,,,,,p,w_p_pre,,,
his,,a,,,,,,,,,,
voice,,dragon,,,,,,,,,,
calm,,would,,,,,,,,,,
.,,be,,,,,,,,,,
“,,easy,,,,,,,,,,
Well,,.,,,,,,p,w_p_pre,,,
—,,.,,,,,,p,w_p_pre,,,
yeah,,.,,,.”,,,p,w_p_pre,,,
—,,”,,add,,EOS,,p,w_p_pre,,,
how,,“,,,,BOS,,p,w_p_fol,,,
many,,And,,,,,,,,,,
three,,did,,,,,,,,,,
-,,he,,,,,,,,,,
headed,,—,,,,,,p,w_p_pre,,,
dogs,,did,,,,,,,,,,
d,,he,,,,,,,,,,
’,,seem,,,,,,,,,,
yeh,,interested,,,,,,,,,,
meet,,in,,,,,,,,,,
",",,Fluffy,,,,,,,,,,
even,,?,,,?”,,,p,w_p_pre,,,
around,,”,,add,,,,p,w_p_pre,,,
Hogwarts,,Harry,,,,,,,,,,
?,,asked,,,,,,,,,,
So,,",",,,,,,p,w_p_pre,,,
I,,trying,,,,,,,,,,
told,,to,,,,,,,,,,
him,,keep,,,,,,,,,,
.,,his,,,,,,,,,,
Fluffy,,voice,,,,,,,,,,
’,,calm,,,,,,,,,,
s,,.,,,,EOS,,p,w_p_pre,,,
a,,“,,,,BOS,,p,w_p_fol,,,
piece,,Well,,,,,,,,,,
o,,—,,,,,,p,w_p_pre,,,
’,,yeah,,,,,,,,,,
cake,,—,,,,,,p,w_p_pre,,,
if,,how,,,,,,,,,,
yeh,,many,,,,,,,,,,
know,,three-headed,,,three,,,,,,,
how,,,-,,,,,,,,,
to,,,headed,,,,,,,,,
calm,,dogs,,,,,,,,,,
him,,d’yeh,,,d,,,,,,,accent
down,,,’,,,,,,,,,
",",,,yeh,,,,,,,,,
jus,,meet,,,,,,,,,,
’,,",",,,,,,p,w_p_pre,,,
play,,even,,,,,,,,,,
him,,around,,,,,,,,,,
a,,Hogwarts,,,,,,,,,,
bit,,?,,,,EOS,,p,w_p_pre,,,
o,,So,,,,BOS,,,,,,
’,,I,,,,,,,,,,
music,,told,,,,,,,,,,
an,,him,,,,,,,,,,
’,,",",,,.,,,p,w_p_pre,,,
he,,Fluffy’s,,,Fluffy,,,,,,,
’,,,’,,,,,,,,,
ll,,,s,,,,,,,,,
go,,a,,,,,,,,,,
straight,,piece,,,,,,,,,,
off,,o’,,,o,,,,,,,accent
ter,,,’,,,,,,,,,
sleep,,cake,,,,,,,,,,
—,,if,,,,,,,,,,
”,,yeh,,,,,,,,,,accent
Hagrid,,know,,,,,,,,,,
